transaction_id,customer_id,amount,category,transaction_date
148,72,1365.0,Shopping,2025-11-10 12:49:41.401844
149,72,4489.84,Shopping,2025-04-22 12:49:41.401844
150,93,-2691.23,Shopping,2025-08-16 12:49:41.401844
151,25,-4271.76,Shopping,2026-01-24 12:49:41.401844
152,80,2420.9,Food,2025-05-15 12:49:41.401844
153,80,1642.77,Rent,2025-10-16 12:49:41.401844
154,37,-2286.08,Food,2025-04-29 12:49:41.401844
155,81,4636.74,Travel,2026-03-13 12:49:41.401844
156,13,1849.55,Bills,2026-03-10 12:49:41.401844
157,41,-3502.16,Shopping,2026-03-08 12:49:41.401844
158,100,-1636.28,Food,2025-09-14 12:49:41.401844
159,24,4018.57,Rent,2025-04-26 12:49:41.401844
160,79,4069.2,Food,2025-08-02 12:49:41.401844
161,60,1865.22,Food,2026-02-06 12:49:41.401844
162,73,-4802.51,Bills,2025-05-28 12:49:41.401844
163,31,3642.2,Food,2025-10-02 12:49:41.401844
164,83,-1149.95,Shopping,2025-11-30 12:49:41.401844
165,3,3052.65,Shopping,2026-03-15 12:49:41.401844
166,40,4448.91,Shopping,2025-08-27 12:49:41.401844
167,25,884.92,Travel,2025-06-08 12:49:41.401844
168,60,-845.15,Travel,2025-05-10 12:49:41.401844
169,61,-1869.03,Bills,2026-03-14 12:49:41.401844
170,80,4235.65,Bills,2025-10-04 12:49:41.401844
171,81,-2070.38,Food,2025-11-22 12:49:41.401844
172,39,4752.05,Rent,2025-08-18 12:49:41.401844
173,17,-4912.36,Travel,2025-03-30 12:49:41.401844
174,53,4429.28,Travel,2025-05-31 12:49:41.401844
175,58,2853.08,Shopping,2026-01-12 12:49:41.401844
176,85,-1326.79,Food,2025-07-12 12:49:41.401844
177,45,-3290.42,Rent,2026-02-26 12:49:41.401844
178,51,-1450.83,Rent,2025-06-14 12:49:41.401844
179,13,-622.9,Rent,2026-01-16 12:49:41.401844
180,81,-2671.98,Bills,2025-04-29 12:49:41.401844
181,29,2425.32,Travel,2025-06-16 12:49:41.401844
182,61,2901.22,Travel,2025-09-11 12:49:41.401844
183,23,-4966.2,Shopping,2025-06-24 12:49:41.401844
184,83,2609.5,Travel,2026-02-07 12:49:41.401844
185,27,-3482.93,Shopping,2025-05-22 12:49:41.401844
186,43,2543.66,Rent,2025-07-13 12:49:41.403125
187,79,2785.66,Food,2026-01-05 12:49:41.403125
188,84,-2785.54,Bills,2026-02-11 12:49:41.403125
189,90,-3351.5,Rent,2025-06-19 12:49:41.403125
190,84,3215.9,Shopping,2026-01-22 12:49:41.403125
191,94,4307.26,Rent,2025-06-14 12:49:41.403125
192,22,-3554.51,Travel,2025-06-12 12:49:41.403125
193,66,4687.44,Travel,2026-01-11 12:49:41.403125
194,96,-3876.93,Bills,2026-03-06 12:49:41.403125
195,89,-1653.04,Travel,2025-07-07 12:49:41.403125
196,23,1581.63,Travel,2026-01-15 12:49:41.403125
197,92,-4720.58,Shopping,2025-07-15 12:49:41.403125
198,80,368.93,Travel,2025-04-08 12:49:41.403125
199,33,-4924.75,Travel,2026-02-15 12:49:41.403125
200,37,3822.97,Food,2025-07-26 12:49:41.403125
201,60,4741.43,Travel,2025-07-14 12:49:41.403125
202,30,-4778.5,Bills,2025-04-27 12:49:41.403125
203,48,4287.57,Travel,2026-03-01 12:49:41.403125
204,19,-2263.07,Bills,2025-05-25 12:49:41.403125
205,1,-3801.6,Rent,2025-04-21 12:49:41.403125
206,98,1397.69,Bills,2025-06-27 12:49:41.403125
207,45,1438.19,Shopping,2025-11-03 12:49:41.403125
208,12,189.66,Rent,2026-02-05 12:49:41.403125
209,35,973.15,Rent,2025-08-12 12:49:41.403125
210,19,1803.1,Rent,2025-06-30 12:49:41.403125
211,6,4760.76,Rent,2025-04-15 12:49:41.403125
212,96,-1421.11,Travel,2025-09-14 12:49:41.403125
213,55,-1848.18,Bills,2025-04-03 12:49:41.403125
214,95,-981.06,Rent,2025-07-17 12:49:41.403125
215,31,-3274.67,Travel,2025-08-16 12:49:41.403125
216,22,1907.26,Shopping,2026-02-08 12:49:41.403125
217,31,2538.42,Bills,2025-10-24 12:49:41.403125
218,85,-2886.07,Rent,2025-07-13 12:49:41.403125
219,74,688.21,Food,2025-04-09 12:49:41.403125
220,22,-4903.58,Food,2025-04-16 12:49:41.403125
221,8,1340.65,Shopping,2026-01-11 12:49:41.403125
222,54,371.69,Food,2025-05-26 12:49:41.403125
223,47,-3331.84,Travel,2025-05-31 12:49:41.403125
224,21,4026.82,Shopping,2025-11-12 12:49:41.403125
225,12,-1933.08,Bills,2025-07-01 12:49:41.403125
226,78,-256.65,Travel,2025-08-30 12:49:41.403125
227,69,-2632.03,Shopping,2025-09-05 12:49:41.403125
228,13,4729.46,Travel,2026-02-19 12:49:41.403125
229,91,1641.13,Bills,2025-07-16 12:49:41.403125
230,62,-2615.19,Bills,2025-11-14 12:49:41.403125
231,13,4199.58,Rent,2025-04-22 12:49:41.403125
232,90,-1785.59,Bills,2025-05-02 12:49:41.403125
233,22,4510.53,Food,2026-01-24 12:49:41.403125
234,71,-3231.05,Shopping,2026-02-21 12:49:41.403125
235,64,3464.98,Bills,2025-05-22 12:49:41.403125
236,50,4612.46,Rent,2025-07-18 12:49:41.403125
237,70,-1965.07,Travel,2025-05-04 12:49:41.403125
238,11,-1780.08,Rent,2025-06-12 12:49:41.403125
239,76,-1189.17,Travel,2025-06-16 12:49:41.403125
240,63,1403.42,Shopping,2026-03-01 12:49:41.403125
241,65,4792.17,Shopping,2026-03-19 12:49:41.403125
242,75,-4445.4,Bills,2025-12-25 12:49:41.403125
243,16,-1068.69,Rent,2026-02-20 12:49:41.403125
244,34,-2626.96,Travel,2025-07-13 12:49:41.403125
245,74,-2948.61,Travel,2026-01-24 12:49:41.403125
246,95,2010.59,Shopping,2025-05-24 12:49:41.403125
247,100,-952.74,Food,2026-02-19 12:49:41.403125
248,68,396.8,Shopping,2025-05-24 12:49:41.403125
249,86,485.57,Food,2026-01-19 12:49:41.403125
250,35,1842.44,Food,2026-02-02 12:49:41.403125
251,15,1344.79,Rent,2026-02-11 12:49:41.403125
252,23,-798.75,Travel,2025-06-18 12:49:41.403125
253,51,-2868.34,Travel,2026-02-22 12:49:41.403125
254,62,-1690.2,Shopping,2025-12-08 12:49:41.403125
255,4,136.68,Bills,2025-04-07 12:49:41.403125
256,76,-4421.29,Shopping,2026-01-05 12:49:41.403125
257,36,3507.12,Rent,2025-11-12 12:49:41.403125
258,58,1379.89,Rent,2025-06-13 12:49:41.403125
259,65,-4648.31,Travel,2026-01-19 12:49:41.403125
260,97,-718.66,Bills,2025-10-02 12:49:41.403125
261,32,-3551.02,Food,2025-09-20 12:49:41.403125
262,33,4077.9,Bills,2025-06-24 12:49:41.403125
263,64,4191.85,Food,2025-05-23 12:49:41.403125
264,25,3351.76,Bills,2025-11-09 12:49:41.403125
265,45,3379.18,Rent,2025-04-05 12:49:41.403125
266,90,4103.25,Bills,2025-04-26 12:49:41.403125
267,26,-3647.56,Rent,2025-12-29 12:49:41.403125
268,18,-512.48,Travel,2026-01-18 12:49:41.403125
269,32,1130.4,Bills,2025-11-30 12:49:41.403125
270,62,1402.55,Rent,2025-07-19 12:49:41.403125
271,16,-3752.43,Food,2025-07-26 12:49:41.403125
272,41,3052.56,Rent,2025-05-22 12:49:41.403125
273,69,2218.48,Travel,2025-05-20 12:49:41.403125
274,30,-4091.42,Bills,2025-06-28 12:49:41.403125
275,99,-817.49,Travel,2025-07-07 12:49:41.403125
276,91,1171.09,Bills,2026-01-21 12:49:41.403125
277,42,1942.63,Travel,2025-10-24 12:49:41.403125
278,90,2844.56,Rent,2025-06-28 12:49:41.403125
279,85,-3880.78,Food,2025-11-22 12:49:41.403125
280,75,-4396.33,Bills,2025-07-27 12:49:41.403125
281,57,-4174.08,Food,2026-01-30 12:49:41.403125
282,44,2907.39,Food,2025-12-03 12:49:41.403125
283,44,-1256.89,Food,2025-11-02 12:49:41.403125
284,44,3088.3,Bills,2026-01-25 12:49:41.403125
285,59,-246.55,Shopping,2026-01-20 12:49:41.403125
286,100,2383.52,Rent,2025-10-20 12:49:41.403125
287,66,4851.97,Food,2025-07-14 12:49:41.403125
288,58,-2578.71,Bills,2025-08-30 12:49:41.403125
289,20,4206.88,Bills,2025-04-19 12:49:41.403125
290,84,1678.02,Rent,2025-04-17 12:49:41.403125
291,6,2157.42,Food,2025-08-14 12:49:41.403125
292,30,-3642.51,Travel,2025-06-14 12:49:41.403125
293,76,2104.94,Food,2025-09-24 12:49:41.403125
294,96,2014.34,Shopping,2025-10-23 12:49:41.403125
295,34,-3059.64,Shopping,2025-09-18 12:49:41.403125
296,18,-1112.97,Bills,2025-09-26 12:49:41.403125
297,83,4036.14,Shopping,2026-03-22 12:49:41.403125
298,22,4445.94,Bills,2026-03-25 12:49:41.403125
299,82,4599.91,Travel,2026-01-31 12:49:41.403125
300,40,-4882.3,Bills,2025-06-03 12:49:41.403125
301,20,4272.36,Travel,2025-08-25 12:49:41.403125
302,35,-2259.83,Rent,2025-06-28 12:49:41.403125
303,100,627.81,Bills,2026-02-08 12:49:41.403125
304,61,-104.72,Bills,2025-11-13 12:49:41.403125
305,67,1569.96,Travel,2025-12-03 12:49:41.403125
306,44,-536.1,Rent,2025-09-21 12:49:41.403125
307,32,-2196.26,Bills,2025-04-05 12:49:41.403125
308,4,-3833.05,Food,2025-06-25 12:49:41.403125
309,82,-4692.02,Bills,2026-01-13 12:49:41.403125
310,51,-4947.1,Rent,2025-04-02 12:49:41.403125
311,60,1536.57,Rent,2025-10-22 12:49:41.403125
312,50,-1454.16,Food,2025-08-31 12:49:41.403125
313,11,-3299.41,Travel,2025-09-21 12:49:41.403125
314,2,4651.76,Rent,2025-06-20 12:49:41.403125
315,16,-2438.28,Rent,2025-06-26 12:49:41.403125
316,51,2027.41,Rent,2025-06-15 12:49:41.403125
317,30,-1006.81,Travel,2026-02-28 12:49:41.403125
318,95,-4896.01,Shopping,2025-10-04 12:49:41.403125
319,53,-3740.36,Bills,2026-01-08 12:49:41.403125
320,17,-145.41,Bills,2026-01-31 12:49:41.403125
321,15,-235.46,Shopping,2025-08-13 12:49:41.403125
322,8,2464.85,Shopping,2026-01-01 12:49:41.403125
323,55,-3499.44,Travel,2026-01-30 12:49:41.403125
324,50,2076.49,Bills,2025-05-14 12:49:41.403125
325,68,3482.25,Food,2025-11-30 12:49:41.403125
326,82,2900.68,Travel,2025-10-14 12:49:41.403125
327,99,2428.51,Travel,2026-03-10 12:49:41.403125
328,79,2494.44,Rent,2025-08-12 12:49:41.403125
329,26,712.7,Bills,2025-04-12 12:49:41.403125
330,95,1037.31,Bills,2025-06-30 12:49:41.403125
331,6,-1240.33,Food,2025-04-03 12:49:41.403125
332,54,-650.33,Rent,2025-07-10 12:49:41.403125
333,44,3780.6,Travel,2025-10-07 12:49:41.403125
334,80,-300.1,Bills,2025-12-19 12:49:41.403125
335,48,1718.1,Food,2025-05-11 12:49:41.403125
336,40,-4471.27,Food,2025-09-20 12:49:41.403125
337,51,-3155.34,Travel,2025-12-11 12:49:41.403125
338,4,155.26,Shopping,2025-08-16 12:49:41.403125
339,28,-972.34,Bills,2025-05-06 12:49:41.403125
340,56,662.99,Rent,2026-02-18 12:49:41.403125
341,86,-463.24,Bills,2025-10-04 12:49:41.403125
342,48,1096.69,Shopping,2025-10-13 12:49:41.403125
343,21,-4678.61,Bills,2026-03-03 12:49:41.403125
344,39,1613.61,Shopping,2026-03-07 12:49:41.403125
345,92,381.12,Travel,2026-01-13 12:49:41.403125
346,36,3278.34,Rent,2025-10-07 12:49:41.403125
347,6,1587.98,Shopping,2025-06-10 12:49:41.403125
348,52,-3566.63,Bills,2025-04-15 12:49:41.403125
349,2,-1075.8,Rent,2025-11-16 12:49:41.403125
350,20,-2011.68,Bills,2025-04-14 12:49:41.403125
351,44,-796.74,Rent,2025-12-17 12:49:41.403125
352,8,-4508.31,Rent,2025-05-22 12:49:41.403125
353,14,3146.26,Food,2025-12-04 12:49:41.403125
354,35,2672.01,Food,2025-06-30 12:49:41.403125
355,64,3436.85,Food,2025-10-09 12:49:41.403125
356,88,-3648.98,Shopping,2025-10-21 12:49:41.403125
357,66,3728.01,Rent,2025-10-06 12:49:41.403125
358,30,2301.17,Bills,2025-06-03 12:49:41.403125
359,80,2700.43,Travel,2025-10-30 12:49:41.403125
360,55,-1262.59,Food,2025-08-19 12:49:41.403125
361,61,729.48,Bills,2025-10-22 12:49:41.403125
362,44,-1845.88,Travel,2026-01-23 12:49:41.403125
363,92,4015.16,Travel,2025-06-10 12:49:41.403125
364,54,982.15,Bills,2025-11-18 12:49:41.403125
365,79,4974.03,Bills,2026-01-05 12:49:41.403125
366,92,-1122.73,Travel,2025-06-17 12:49:41.403125
367,2,-583.77,Travel,2025-09-30 12:49:41.403125
368,31,837.79,Shopping,2025-08-19 12:49:41.403125
369,76,-437.88,Food,2025-06-28 12:49:41.403125
370,52,4533.42,Rent,2026-02-20 12:49:41.403125
371,36,3718.81,Shopping,2025-11-30 12:49:41.403125
372,27,-3883.95,Food,2025-09-12 12:49:41.403125
373,13,-296.18,Travel,2025-08-18 12:49:41.403125
374,74,-4507.74,Rent,2025-10-25 12:49:41.403125
375,40,2437.54,Rent,2026-02-13 12:49:41.403125
376,8,-371.26,Rent,2026-01-12 12:49:41.403125
377,27,4474.57,Shopping,2025-04-15 12:49:41.403125
378,48,-2860.39,Bills,2026-02-10 12:49:41.403125
379,25,-1362.97,Rent,2025-08-22 12:49:41.403125
380,93,2662.92,Food,2026-02-16 12:49:41.403125
381,77,2128.64,Rent,2025-10-03 12:49:41.403125
382,58,504.56,Food,2025-09-06 12:49:41.403125
383,73,-565.31,Shopping,2025-09-20 12:49:41.403125
384,95,1622.23,Shopping,2026-03-04 12:49:41.403125
385,70,-1572.07,Rent,2025-04-18 12:49:41.403125
386,74,-4226.88,Travel,2025-07-08 12:49:41.403125
387,72,883.1,Bills,2026-02-23 12:49:41.403125
388,5,-801.8,Bills,2026-03-11 12:49:41.403125
389,24,3555.38,Rent,2026-01-01 12:49:41.403125
390,12,1713.49,Shopping,2025-12-11 12:49:41.403125
391,3,-2257.48,Rent,2026-02-27 12:49:41.403125
392,19,-1392.57,Shopping,2026-02-10 12:49:41.403125
393,78,206.45,Shopping,2026-01-13 12:49:41.403125
394,91,-2542.24,Travel,2025-06-01 12:49:41.403125
395,72,4971.74,Food,2026-03-06 12:49:41.403125
396,98,-3719.95,Travel,2025-06-02 12:49:41.403125
397,19,741.24,Travel,2025-11-15 12:49:41.403125
398,85,2821.27,Bills,2026-02-26 12:49:41.403125
399,44,-2594.73,Shopping,2025-05-07 12:49:41.403125
400,26,-2190.41,Rent,2026-02-14 12:49:41.403125
401,77,3905.25,Travel,2025-09-30 12:49:41.403125
402,72,-339.78,Shopping,2025-07-12 12:49:41.403125
403,48,-923.88,Rent,2025-11-29 12:49:41.403125
404,26,-172.62,Food,2026-02-18 12:49:41.403125
405,11,-2205.07,Shopping,2025-07-10 12:49:41.403125
406,69,-3086.09,Food,2025-07-24 12:49:41.403125
407,63,-1929.06,Food,2025-10-24 12:49:41.403125
408,64,1053.12,Shopping,2026-01-21 12:49:41.403125
409,20,-4421.57,Food,2025-05-25 12:49:41.403125
410,97,-4093.35,Bills,2025-09-08 12:49:41.403125
411,92,-3326.6,Food,2025-12-19 12:49:41.403125
412,65,-1959.05,Rent,2026-03-26 12:49:41.403125
413,54,2637.92,Rent,2025-05-31 12:49:41.403125
414,84,-3390.38,Rent,2025-12-20 12:49:41.403125
415,22,-1237.55,Travel,2025-12-01 12:49:41.403125
416,17,887.33,Rent,2025-12-21 12:49:41.403125
417,32,-223.46,Food,2025-06-30 12:49:41.403125
418,77,-2848.57,Bills,2025-11-22 12:49:41.403125
419,41,-3532.07,Rent,2025-08-27 12:49:41.403125
420,4,2884.72,Food,2025-04-29 12:49:41.403125
421,17,4043.36,Food,2025-06-19 12:49:41.403125
422,86,-1647.04,Shopping,2026-02-20 12:49:41.403125
423,78,-2305.18,Shopping,2026-01-29 12:49:41.403125
424,12,3348.72,Food,2026-01-09 12:49:41.403125
425,15,2679.26,Rent,2025-07-15 12:49:41.403125
426,18,-1592.88,Bills,2025-07-23 12:49:41.403125
427,59,-3792.95,Food,2025-07-17 12:49:41.403125
428,37,-4913.24,Shopping,2025-12-09 12:49:41.403125
429,51,3550.21,Shopping,2025-08-30 12:49:41.403125
430,59,1079.56,Food,2026-01-19 12:49:41.403125
431,51,-4494.58,Travel,2026-01-27 12:49:41.403125
432,38,1662.35,Food,2025-12-26 12:49:41.403125
433,74,3264.46,Food,2025-08-29 12:49:41.403125
434,49,4359.32,Bills,2025-10-15 12:49:41.403125
435,36,2186.63,Shopping,2025-04-06 12:49:41.403125
436,70,2260.68,Shopping,2026-01-16 12:49:41.403125
437,96,2334.95,Shopping,2025-08-12 12:49:41.403125
438,46,2111.55,Rent,2025-12-03 12:49:41.403125
439,94,2163.0,Rent,2025-05-10 12:49:41.403125
440,11,-3314.76,Shopping,2025-06-11 12:49:41.403125
441,63,573.34,Bills,2026-03-11 12:49:41.403125
442,7,4649.54,Food,2026-03-20 12:49:41.403125
443,20,2148.53,Rent,2025-10-13 12:49:41.403125
444,47,4403.38,Rent,2025-09-03 12:49:41.403125
445,55,3139.02,Bills,2025-04-06 12:49:41.403125
446,5,4015.41,Travel,2025-10-28 12:49:41.403125
447,27,-3510.05,Bills,2026-02-22 12:49:41.403125
448,11,-3275.5,Bills,2025-04-17 12:49:41.403125
449,56,2494.1,Rent,2026-03-17 12:49:41.403125
450,49,1669.58,Food,2025-08-11 12:49:41.403125
451,26,-3291.67,Rent,2025-10-21 12:49:41.403125
452,85,4276.06,Food,2025-12-14 12:49:41.403125
453,35,139.91,Shopping,2025-06-14 12:49:41.403125
454,9,1377.13,Travel,2025-04-17 12:49:41.403125
455,98,391.61,Bills,2025-12-20 12:49:41.403125
456,75,2555.19,Food,2025-06-16 12:49:41.403125
457,43,3034.13,Shopping,2026-02-25 12:49:41.403125
458,68,4242.23,Food,2025-06-21 12:49:41.403125
459,40,4185.24,Shopping,2025-09-14 12:49:41.403125
460,66,4158.26,Travel,2025-12-23 12:49:41.403125
461,29,-3943.57,Shopping,2025-12-08 12:49:41.403125
462,52,-2815.99,Food,2025-04-11 12:49:41.403125
463,80,-3808.76,Shopping,2025-04-28 12:49:41.403125
464,60,4110.9,Bills,2025-05-25 12:49:41.403125
465,37,3522.12,Rent,2025-06-17 12:49:41.403125
466,26,1641.03,Food,2025-09-08 12:49:41.403125
467,46,115.99,Bills,2025-08-31 12:49:41.403125
468,57,-3476.74,Food,2025-06-30 12:49:41.403125
469,48,2194.32,Travel,2025-10-19 12:49:41.403125
470,5,2274.21,Shopping,2025-04-18 12:49:41.403125
471,65,-186.89,Rent,2026-02-13 12:49:41.403125
472,6,2390.06,Bills,2025-12-12 12:49:41.403125
473,50,1573.07,Rent,2025-11-19 12:49:41.403125
474,54,624.82,Travel,2025-12-20 12:49:41.403125
475,27,2552.72,Shopping,2025-12-17 12:49:41.403125
